,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,class
0,185.44414262915274,356.7728271091165,247.21432945751525,350.52860620592304,53.52297003985561,584.5497443169678,97.17321365702205,371.6894301062704,701.0907386806241,-299.0623724137107,0
1,12.607184748309322,424.22982823702137,-30.161323759672626,78.37218085047226,531.9966228749843,340.44315969663126,-29.91595576000006,316.87932323525325,313.94881383900895,539.6947650892207,0
2,232.63348645416602,178.88818579967102,181.97505756751065,512.2544485493504,361.79732267586144,-299.5636351087069,206.7489129899593,457.24260641567287,-15.8476603235749,229.3524764002982,0
3,135.02910923699744,28.148842369635105,431.18044693523694,-99.99609832323281,0.16881788743864945,-46.23509703371266,381.3579986992147,622.6605705154454,364.1234675340395,402.671182350894,0
4,126.78129510492133,225.03440564502847,41.05382026870373,588.80487936954,220.7663917917751,216.06479957882772,-29.566374749091807,63.22022344880793,215.7530538910345,71.79516774829912,0
5,446.57349145494493,176.90197494895335,-144.3684050785263,706.9333809811634,802.9049498625554,-85.09092013438877,744.3047100233894,-28.285666066157745,-114.85662701335079,131.7560301403139,0
6,652.4665682538559,260.8925324486989,366.5542370280475,708.9562244084613,596.037492017285,-171.43085431962268,-53.30057204654949,147.58685130197154,162.93229887526337,77.64627585076579,0
7,-33.735069792183396,48.93843709036773,-180.53317215204729,432.1117970286807,203.49512666976233,279.55937541251984,130.53593073443352,160.77627881464457,413.1472968330431,568.2436329363578,0
8,546.898842668236,224.30992908084008,-175.19965102395665,245.7161868071693,387.86438396168205,64.12195738710531,324.2418330767612,182.74187763244157,493.0172002763337,383.7305900371912,0
9,511.13653315735064,309.3837803688546,135.38454816772622,438.74126022478146,529.2145114277595,-136.65300665979632,303.15206443839224,-84.59135989835167,-2.6402429660992652,333.04484870720967,0
10,377.5533015751862,416.82220642802145,458.35741494453856,-47.50628441538626,122.14922936503191,320.063418305847,209.8710700177878,-376.31593565473634,-115.05365371098841,-181.56910345501817,0
11,173.4728703765213,458.68519131822757,416.7602864036491,40.35393627202518,85.01356255353147,334.42257002068703,29.105543572440524,301.94477654197215,133.7615779762471,687.098200999888,0
12,460.4877297462133,52.87253487090052,6.948360137317906,244.55854306334982,322.5876697537734,269.3189347371002,59.18270797249528,527.9710470238391,-17.36229737440118,-4.355080231989632,0
13,6.599442976758382,523.2390938176057,88.39242907764111,-345.2476184480777,177.95428762000736,623.3812205928423,153.88210260289353,248.1665238169175,475.393922349069,187.3427633064935,0
14,397.5502870355672,-304.52629372314505,518.5592113205885,124.50515336929111,373.7160592269221,184.5701628172324,674.7613942378657,-36.410015535427675,496.6292209521123,245.66113816039223,0
15,108.57898746087427,356.143471980913,100.4078571473912,-234.18287317998627,479.16333212158133,-103.51105442125467,711.6400808792297,2.2284279443084927,399.35054107675035,590.300188457692,0
16,356.49317195749563,115.33448469859003,676.6820416585367,342.159577551912,1033.6749736504562,184.35478902046808,-74.16347382377555,44.45854601942074,271.2233003913013,-287.38125408571375,0
17,82.55674758645259,233.4522426234675,92.01823647315862,297.5048038959263,-62.34558618093362,629.9126779517221,833.1850312568489,-184.56850697123642,375.6246361324535,189.50466762257548,0
18,205.54351215071324,51.9480306970668,3.4257325686455147,331.458646369951,243.39878841392581,468.54308569342834,42.34473670746985,477.3226046126016,78.80842812914145,328.71678045861853,0
19,413.7294667772921,276.8872912212594,288.36244177855235,358.29081635508055,50.38584567022542,-113.88255404594375,276.7129765710988,674.0277633327917,604.0109772462148,40.942421132779,0
20,-183.53570595482566,254.25342204260193,835.9368091743029,47.05710168572307,251.33974253351073,-43.285907470389446,-68.97430037287151,145.16607803611646,388.05844777755146,35.362002889670464,0
21,-105.19672261044227,-443.5718202908672,267.6470354935724,-115.68972754018606,9.270028489500334,70.36122045977785,315.9468582516903,151.6214902736471,274.48724402138,393.4658074333717,0
22,859.7495081931428,243.55194238847236,85.8860804224966,400.4824377779132,795.1736003913566,802.4880781952928,376.1031690971701,371.02653389710196,136.78543466498934,150.6666494166121,0
23,130.76679395426675,94.87697831712231,149.4194102040318,419.31374377951374,118.62588433268523,482.5154132150174,165.23798367715716,477.9690619225837,65.42983469769797,-13.3631235669354,0
24,190.07878676808437,259.3947052825685,165.11959764807042,-44.06048393464076,118.42121447077056,629.6222092501473,440.65254372279736,204.95003189888726,430.6566694457872,734.9943132490135,0
25,338.50836453069513,318.8610805937887,266.54127272688464,-86.02708248954698,113.93371095548973,-262.5215675783801,48.16741109322919,434.5421514135711,402.8096343762058,376.6868539662157,0
26,119.0201795079683,250.61610542549946,372.67799907641745,225.2159145544703,-182.42270454985496,95.39605121104896,35.78469471615392,427.2314441065131,-2.4437523359619036,731.5695098363617,0
27,-225.19080361262772,257.24189932038837,568.1476262876388,397.6744495956194,482.4103965056451,463.06767264463707,312.37450316648335,292.2562814504042,225.28854361776283,779.9415482697094,0
28,-268.8187946366188,350.2799373459359,-133.22022177458334,325.96077928857767,-223.71697590683917,747.333477583292,538.3143934589314,25.35514718752998,-163.39974277499422,555.2202574853419,0
29,350.8228583580269,301.25847267737805,320.1271229803149,260.575430227544,133.1745909746125,728.7142085511451,-361.0757113667048,16.68163736633383,542.1312588897604,170.53131185958824,0
30,336.22818317454266,96.74400885064159,-79.2278540916661,367.6101326552314,360.3555342387594,196.12564421201512,537.3861330452297,483.89157845058185,507.915389031533,56.10957362513906,0
31,171.13998913718584,-29.96311128608923,-50.01539817727527,186.52900709258972,175.9849020194774,-294.2391783193559,95.46095407998922,50.10330547881057,44.38516461106721,185.75060689899618,0
32,-282.20822439541826,527.60412051011,158.07395533666903,500.68898631411207,-599.6484310314472,64.31431052604341,-93.1598586031395,78.60640642645347,75.98035663756411,-203.78197048612057,0
33,-190.73281445278533,135.09764983573302,838.1419016623347,416.1019025892575,434.7700532049362,-190.96911857133634,450.5654359550516,322.03757192410586,-442.8047107128749,231.49105575317017,0
34,-114.51272125389127,122.58348332565153,681.0520526614713,84.68705996177982,475.305959117936,-29.14120070274268,377.0367223990986,787.6247278414028,-285.6860683338201,322.982899772113,0
35,-40.94793500578149,152.07022394614927,-236.31344853709882,488.6411015714125,-119.16938956746745,-68.92197848716344,381.03278471962903,378.6588814580326,527.5911341875748,189.92608764282807,0
36,851.4126438921528,-23.292226912781814,-17.496168111464385,361.40172365029787,24.729010074043572,347.7234580389659,293.4030190616547,471.820439227409,122.79884904957012,551.7076512731354,0
37,247.36491443456907,596.7230542728929,512.0291649660369,236.8581769851058,143.09158976105903,363.3584233870803,583.4318484210219,-107.82233512535745,-131.09916053628163,281.2683654251824,0
38,-101.56666878760117,199.83726845261626,243.0325160996159,83.52374214869025,392.37311226911936,637.641908252882,508.9430308847584,346.43643889885163,-44.47806529840253,125.95485330093726,0
39,441.6884544973229,500.1610129298002,-181.179424551601,643.1511380563237,66.02925732416895,276.6958575666715,-71.61709034995854,-316.71761799060414,289.43069589447737,552.5144258375154,0
40,676.1935375423125,-163.16092818980817,375.9835077086399,188.82218632676273,303.07139811808764,136.27754143409157,-102.24541225001886,21.655143458167004,211.20629006872977,720.8716526915499,0
41,-27.0650227255434,155.26403991991356,-8.014050580723705,203.95610616924748,220.83152710879978,345.6558493194316,192.70993897428576,-119.77522479571624,293.4734255535206,163.5477902286039,0
42,610.3819574014709,19.062556972779447,-68.92268917790116,-258.1502465676215,-403.9374957105895,349.66678677494133,204.10355765335984,175.97611398129303,355.2991835874598,160.87360273365692,0
43,145.0860802172487,415.1663263415535,-68.67555477288059,96.78866971569715,370.37913124917077,-256.16195356144954,227.75721474354637,319.28226934868763,94.43482167714853,-27.680760040210203,0
44,524.572729558621,564.1937587250762,-7.556583997155684,312.6017956327005,334.3096516086591,569.1186065746814,250.5035757058384,393.11348959176235,-133.81856195374613,-160.4490465451511,0
45,459.210012478218,64.49878493616617,417.44711299771416,239.74091051295278,210.56317329366607,-320.61602087400183,750.9986310615076,-225.88424329517542,187.3618091712439,327.1364021788737,0
46,391.0294418119569,31.19991094973838,565.0958492896546,276.13262844633016,76.9107870227493,224.0995841908061,118.56860409529908,561.0727639519147,61.46848672629352,129.1356174607327,0
47,223.52540541364556,-68.65822478375875,116.23897393679985,79.25611555373808,354.1899894035998,272.03771129437314,100.46761228276394,91.64872021249073,275.51676204107247,378.3195731776594,0
48,338.256432274407,860.1952185726145,107.7054259450115,106.35804238872034,717.8432879875782,461.2849319964852,301.74677199499314,174.35882209405008,26.867291324514355,346.8232286685118,0
49,-30.21611534905574,221.71372534046742,373.0021506942313,126.63470883471028,319.57884974385235,207.3502358017561,240.53784679865373,-72.58333351210328,100.06863616922462,99.82784202137486,0
50,509.64212900101415,446.63969504356317,625.8724016242307,418.64665169643683,311.32718789624823,-177.71026345406867,531.0982156327591,-285.76229007546976,-102.27434256291215,-233.68706316129945,0
51,271.31906668362643,-66.36767175864011,129.35350949629375,293.1597402223658,355.38596186831614,526.6783895764391,51.431364123624405,404.83075240632934,-0.5936626370626641,-40.01897684286942,0
52,183.6165756497482,399.0739350414534,618.7029854302114,436.93432547858686,234.17891890604744,343.2018159120703,19.155306249820114,155.02321203317987,167.80822430229446,162.17290988326232,0
53,-71.75450567410738,222.8904615061279,108.59800120114099,753.2972375235165,464.9509875742848,355.5951985234145,-78.15922320923684,277.0584147122271,453.189134256989,122.39002651287943,0
54,561.5452716530376,-318.185468658328,566.012405523303,545.5571535473401,166.2493242936718,3.6292392889053247,122.74894037053146,-418.87982589670855,264.33778387155377,382.56660839751385,0
